,Year,InitNumber,Title,Qualified/Failed,PropNum,Appoved/Rejected,ElectionYear
2863,2011,1479,Election Day Holiday. (S),F,,,
2864,2011,1480,Federal Constitutional Convention. (S),F,,,
2865,2011,1481,Tax on California Oil. Revenues to Education. (S),F,,,
2866,2011,1482,State and Local Spending. (CA),F,,,
2867,2011,1483,Nuclear Power. (S),F,,,
2868,2011,1484,Modifies Public Employee Pension Benefits. Eliminates Authority toSet Public Employee Retirement Benefits by Contract or CollectiveBargaining. (CA),F,,,
2869,2011,1485,State Budget. (CA),F,,,
2870,2011,1486,Secret Ballot. Restrictions on Employees Seeking LaborRepresentation. (CA),F,,,
2871,2011,1487,Prohibits Political Contributions by Payroll Deduction. Prohibitions onContributions to Candidates. (S),Q,32,R,2012
2872,2011,1488,Undocumented Immigrants. Denies Benefits for Certain Children inCalWORKS. (S),Withdrawn,,,
2873,2011,1490,Marijuana Legalization. (S),Withdrawn,,,
2874,2011,1492,Home Mortgage Modification. (CA),F,,,
2875,INITIATIVENUMBER,,,,,,
2877,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2879,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2881,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2883,ELECTIONYEAR,,,,,,
2888,2011,1495,Q,33,R,2012,
2889,2011,1496,F,,,,
2890,2011,1497,F,,,,
2891,2011,1498,F,,,,
2892,2011,1500,F,,,,
2893,2011,1501,F,,,,
2894,2011,1502,F,,,,
2895,2011,1504,F,,,,
2896,2011,1505,F,,,,
2897,2011,1506,F,,,,
2898,2011,1507,F,,,,
2899,2011,1508,F,,,,
2900,2011,1509,F,,,,
2901,2011,1512,Q,34,R,2012,
2902,2011,1513,F,,,,
2903,2011,1514,F,,,,
2904,INITIATIVENUMBER,,,,,,
2906,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2908,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2910,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2912,ELECTIONYEAR,,,,,,
2917,2011,1515,F,,,,
2918,2011,1516,F,,,,
2919,2011,1518,F,,,,
2920,2011,1519,F,,,,
2921,2011,1520,F,,,,
2922,2011,1521,F,,,,
2923,2011,1522,F,,,,
2924,2011,1523,F,,,,
2925,2011,1524,F,,,,
2926,2011,1525,F,,,,
2927,2011,1526,F,,,,
2928,2011,1527,F,,,,
2929,2011,1528,F,,,,
2930,2011,1529,F,,,,
2931,2011,1530,Q,36,A,2012,
2932,2011,1531,F,,,,
2933,2011,1532,Q,35,A,2012,
2934,2011,1533,F,,,,
2935,2011,1534,F,,,,
2936,2011,1535,F,,,,
2937,2011,1536,F,,,,
2938,2011,1537,Q,31,R,2012,
2939,INITIATIVENUMBER,,,,,,
2941,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2943,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2945,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2947,ELECTIONYEAR,,,,,,
2953,2011,1538,State Funding to Local Governments. Criminal Justice. SocialServices. (CA),F,,,
2956,2012,1539,Online K-12 Education. College Preparatory Courses. (S),F,,,
2957,2012,1540,Legislature Expansion. Legislative Process. (CA),F,,,
2958,2012,1541,Approval of Healthcare Insurance Rate Changes. (S),Q,45,R,2014
2959,2012,1542,Approval of Healthcare Insurance Rate Changes. (S),F,,,
2960,2012,1543,Genetically Engineered Foods. Mandatory Labeling. (S),F,,,
2961,2012,1544,Marijuana Legalization. (S),F,,,
2962,2012,1545,Reduces Pension Benefits for Public Employees. (CA),F,,,
2963,2012,1546,Reduces Pension Benefits for Public Employees. (CA),F,,,
2964,2012,1547,Prohibits Abortions for Females Under 18 Without ParentalNotification. (CA),F,,,
2965,2012,1548,Prohibits Abortions for Females Under 18 Without ParentalNotification and Waiting Period. (CA),F,,,
2966,2012,1549,Voting Requirement. Polluter Fees. (CA),F,,,
2967,2012,1550,Tax Treatment for Multistate Businesses. Clean Energy and EnergyEfficiency Funding. (S),Q,39,A,2012
2968,2012,1551,Education. Permits Parents to Excuse Children from Instruction inSocial Sciences and Family Life. (S),F,,,
2969,2012,1552,Education. Repeals Non-Discrimination Requirements for SchoolInstruction. (S),F,,,
2970,2012,1553,Temporary Taxes to Fund Education. Guaranteed Local PublicSafety Funding. (CA),F,,,
2971,2012,1554,Temporary Taxes to Fund Education. Guaranteed Local PublicSafety Funding. (CA),F,,,
2972,2012,1555,Voting Requirement. Polluter Fees. (CA),F,,,
2973,2012,1556,Nonprofit Hospitals. Required Minimum Charity Care. (S),F,,,
2974,2012,1557,Limits on Hospital Charges. (S),F,,,
2975,INITIATIVENUMBER,,,,,,
2977,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2979,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2981,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2983,ELECTIONYEAR,,,,,,
2988,2012,1558,F,,,,
2989,2012,1559,F,,,,
2990,2012,1560,F,,,,
2991,2012,1561,F,,,,
2992,2012,1562,F,,,,
2993,2012,1563,F,,,,
2994,2012,1564,F,,,,
2995,2012,1565,F,,,,
2996,2012,1566,F,,,,
2997,2012,1567,F,,,,
2998,2012,1568,F,,,,
2999,2012,1569,F,,,,
3000,2012,1570,Q,37,R,2012,
3001,2012,1571,F,,,,
3002,2012,1572,F,,,,
3003,2012,1573,F,,,,
3004,2012,1574,Q,38,R,2012,
3005,INITIATIVENUMBER,,,,,,
3007,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3009,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3011,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3013,ELECTIONYEAR,,,,,,
3019,2012,1575,Corporations. Eliminates State Constitutional Protections. (CA),F,,,
3020,2012,1576,Prevents Issuance of Future High-Speed Rail Bonds. (S),F,,,
3021,2012,1577,Government Spending Limits. (CA),F,,,
3022,2012,1578,Temporary Taxes to Fund Education. Guaranteed Local PublicSafety Funding. (CA),Q,30,A,2012
3023,2012,1579,Medical Marijuana. Patient Associations. (S),F,,,
3024,2012,1580,Property Taxes. Expanded Exemption for Disabled Veterans. (CA),F,,,
3025,2012,1581,"Tuition and Fees at University of California, California StateUniversity, and Community Colleges. (CA)",F,,,
3026,2012,1582,Reduces Pension Benefits for Public Employees. (CA/S),F,,,
3027,2012,1583,Prevents Issuance of Future High-Speed Rail Bonds. TerminatesHigh-Speed Rail Project. (S),F,,,
3028,2012,1584,Eliminates Property Tax Exemptions for Religious Use. (CA),F,,,
3029,2012,1585,Nuclear Power. (S),F,,,
3030,2012,1586,Tax on California Oil and Natural Gas. Revenues to CaliforniaTaxpayers. (S),F,,,
3031,2012,1587,Taxes to Fund California Public Universities and CommunityColleges. (CA/S),F,,,
3033,2013,1588,Electricity. (S),F,,,
3034,2013,1589,Nuclear Power. (S),F,,,
3035,2013,1590,Cigarette Tax to Fund Student Financial Aid at University ofCalifornia and California State University. (S),F,,,
3036,2013,1591,Tax to Fund Increased Oversight of Timber Industry. (S),F,,,
3037,2013,1592,"Tax on Oil and Natural Gas. Revenues to Education, Clean Energy,County Infrastructure and Services, and State Parks. (S)",F,,,
3038,2013,1593,Bible-Based Speech. (CA),Withdrawn,,,
3039,2013,1594,Public Assistance Benefits. Eligibility. (S),Withdrawn,,,
3040,INITIATIVENUMBER,,,,,,
3042,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3044,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3046,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3048,ELECTIONYEAR,,,,,,
3054,2013,1595,Repeals State Tax Benefits Granted Businesses Operating inEconomically Distressed Areas. (S),F,,,
3055,2013,1597,Elections. Presidential Primaries. Political Party Offices. (CA),Withdrawn,,,
3056,2013,1599,Nuclear Power. (S),F,,,
3057,2013,1600,Electricity. (S),F,,,
3058,2013,1601,Drug and Alcohol Testing of Doctors. Medical Negligence Lawsuits.(S),F,,,
3059,2013,1602,State Fees on Community Hospitals. Federal Medi-Cal MatchingFunds. (CA),F,,,
3060,2013,1603,Personally Identifying Information. Confidentiality. (CA),F,,,
3061,2013,1604,Marijuana Legalization. (S),F,,,
3062,2013,1605,Bible-Based Speech. (CA),F,,,
3063,2013,1606,Drug and Alcohol Testing of Doctors. Medical Negligence Lawsuits.(S),Q,46,R,2014
3064,2013,1607,Tax to Fund Increased Oversight of Timber Industry. (S),F,,,
3065,2013,1610,Abortion Restriction. Parental Notification and Waiting Period forFemales Under 18. (CA),F,,,
3066,2013,1611,Constitutional Definition of a Person. Fertilized Human Eggs. (CA),F,,,
3067,2013,1612,State School Funding. Timing of Distributions to Schools. (S),F,,,
3068,2013,1613,State Fees on Hospitals. Federal Medi-Cal Matching Funds (CA/S),Q,52,A,2016
3069,2013,1614,Public Assistance Benefits. Eligibility. (S),Withdrawn,,,
3070,2013,1615,Legislature Expansion. Legislative Process. (CA),F,,,
3071,2013,1616,School Employees. Dismissal or Suspension for EgregiousMisconduct. (S),F,,,
3072,2013,1617,Marijuana Legalization. (S),F,,,
3073,2013,1618,"Cigarette Tax to Fund Healthcare, Tobacco Use Prevention,Research, and Law Enforcement. (S)",F,,,
3074,2013,1619,Firearms Regulation. (CA),F,,,
3075,INITIATIVENUMBER,,,,,,
3077,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3079,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3081,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3083,ELECTIONYEAR,,,,,,
3089,2013,1620,Used Vehicles. Buyer Protection. (S),F,,,
3090,2013,1621,State School Funding. Timing of Distributions to Schools. (S),F,,,
3091,2013,1622,Used Vehicles. Buyer Protection. (S),F,,,
3092,2013,1623,Used Vehicles. Buyer Protection. (S),F,,,
3093,2013,1624,Used Vehicles. Buyer Protection. (S),F,,,
3094,2013,1625,Abortion Restriction. Parental Notification and Waiting Period forFemales Under 18. (CA),F,,,
3095,2013,1626,Elections. Voter Identification Requirements. (S),F,,,
3098,2014,1627,Nonprofit Hospitals. Executive Compensation. (S),F,,,
3099,2014,1628,Hospitals. Healthcare Service Charges. (S),F,,,
3100,2014,1629,"Term Limits for County Assessors, District Attorneys, and Sheriffs.(CA)",F,,,
3101,2014,1630,Public Employees. Pension and Retiree Healthcare Benefits. (CA),F,,,
3102,2014,1631,Transportation Projects. Vehicle License Fee. (CA),F,,,
3103,2014,1632,Transportation Projects. Vehicle License Fee. (CA),F,,,
3104,2014,1633,Electoral Votes. Presidential and Vice-Presidential Candidates. (S),F,,,
3105,2014,1634,Minimum Wage. Increase. (S),F,,,
3106,2014,1635,School Funding. Property Tax Revenues. (CA/S),Withdrawn,,,
3107,2014,1636,Marijuana Legalization. (S),F,,,
3108,2014,1637,In-Home Supportive Services. Wages and Mandatory Training. (S),F,,,
3109,2014,1638,Marijuana Legalization. (S),F,,,
3110,2014,1639,Marijuana Legalization. (S),F,,,
3111,2014,1640,Charter Schools. Public Records. Open Meetings. Conflicts ofInterest. (S),F,,,
3112,INITIATIVENUMBER,,,,,,
3114,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3116,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3118,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3120,ELECTIONYEAR,,,,,,
3126,2014,1641,Charter Schools. Public Records. Open Meetings. Conflicts ofInterest. (S),F,,,
3127,2014,1642,Campaign Finance. Political Communications. DonorDisclosure. (S),F,,,
3128,2014,1643,Death Penalty. Procedures. (CA/S),F,,,
3129,2014,1644,Low-Performing Schools. Intern Teachers. Charter SchoolAdministrators. (S),F,,,
3130,2014,1645,Criminal Sentences. Misdemeanor Penalties. (S),Q,47,A,2014
3131,2014,1646,School Teachers. Performance-Based Layoffs. Dismissals. (S),F,,,
3132,2014,1647,School Teachers. Performance-Based Layoffs and Rehiring.Dismissals. (S),F,,,
3133,2014,1648,Division of California into Six States. (CA/S),F,,,
3134,2014,1649,In-Home Care Providers. Expenditures. (S),F,,,
3135,2014,1650,Redevelopment Agencies. Reestablishment. (S),F,,,
3136,2014,1651,High-Speed Rail. Future Bond Sales. New TransportationTechnologies. (S),F,,,
3137,2014,1652,High-Speed Rail. No Issuance or Sale of Future Bonds. Terminationof Project. (S),F,,,
3138,2014,1653,Cigarette Tax to Fund Brain and Stem Cell Research. (S),F,,,
3139,2014,1654,Cigarette Tax to Fund Brain Research. (S),F,,,
3140,2014,1655,Online Privacy. (S),F,,,
3141,2014,1656,Online Privacy. (S),F,,,
3142,2014,1657,Marijuana Legalization. (S),F,,,
3143,2014,1658,Marijuana Legalization. (S),F,,,
3144,2014,1659,Revenue Bonds. Infrastructure Projects. State Legislature and VoterApproval. (CA),F,,,
3145,2014,1661,Prohibition Against Detention and Deportation of CaliforniaResidents. (CA),F,,,
3148,INITIATIVENUMBER,,,,,,
3150,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3152,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3154,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3156,ELECTIONYEAR,,,,,,
3161,2015,1662,F,,,,
3162,2015,1663,F,,,,
3163,2015,1664,F,,,,
3164,2015,1665,F,,,,
3165,2015,1666,F,,,,
3166,2015,1667,Q,53,R,2016,
3167,2015,1668,Q,60,R,2016,
3168,2015,1669,Q,51,A,2016,
3169,2015,1670,F,,,,
3170,2015,1671,F,,,,
3171,2015,1672,Q,61,R,2016,
3172,2015,1673,F,,,,
3173,2015,1674,F,,,,
3174,2015,1675,F,,,,
3175,2015,1676,F,,,,
3176,2015,1677,F,,,,
3177,2015,1678,F,,,,
3178,2015,1679,F,,,,
3179,2015,1680,F,,,,
3180,2015,1681,F,,,,
3181,2015,1682,F,,,,
3182,2015,1683,F,,,,
3183,2015,1684,F,,,,
3184,2015,1685,F,,,,
3185,2015,1686,F,,,,
3186,INITIATIVENUMBER,,,,,,
3188,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3190,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3192,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3194,ELECTIONYEAR,,,,,,
3199,2015,1687,Withdrawn,,,,
3200,2015,1688,F,,,,
3201,2015,1689,F,,,,
3202,2015,1690,F,,,,
3203,2015,1691,F,,,,
3204,2015,1692,F,,,,
3205,2015,1694,F,,,,
3206,2015,1695,Withdrawn,,,,
3207,2015,1696,F,,,,
3208,2015,1697,F,,,,
3209,2015,1698,Withdrawn,,,,
3210,2015,1699,F,,,,
3211,2015,1700,F,,,,
3212,2015,1701,F,,,,
3213,2015,1702,F,,,,
3214,2015,1703,F,,,,
3215,2015,1704,F,,,,
3216,2015,1705,F,,,,
3217,2015,1706,F,,,,
3218,2015,1707,F,,,,
3219,INITIATIVENUMBER,,,,,,
3221,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3223,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3225,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3227,ELECTIONYEAR,,,,,,
3233,2015,1708,Abortion Access Restriction. Parental Notification and WaitingPeriod for Females Under 18. (CA),F,,,
3234,2015,1710,Three Strikes Law. Pre-1994 Strikes. (S),F,,,
3235,2015,1711,Marijuana Legalization. (S),F,,,
3236,2015,1712,Marijuana Legalization. (S),F,,,
3237,2015,1713,Federal Elections. Campaign Advertisements. (S),Withdrawn,,,
3238,2015,1714,Marijuana Legalization. (S),F,,,
3239,2015,1715,Nonpartisan Ballots. (CA),F,,,
3240,2015,1716,Minimum Drinking Age. (S),F,,,
3241,2015,1717,Nuclear Power. (S),F,,,
3242,2015,1718,Electricity. (S),F,,,
3243,2015,1719,Election Campaign Finance. Public Funding. (S),F,,,
3244,2015,1720,Marijuana Legalization. (S),F,,,
3245,2015,1721,Childhood Sexual Abuse. Statutes of Limitations. (S),F,,,
3246,2015,1722,Marijuana Legalization. (S),F,,,
3247,2015,1723,Sales Tax on Political Advertisements. (CA),F,,,
3248,2015,1724,Abortion Access Restriction. Parental Notification and WaitingPeriod for Females Under 16. (CA),Withdrawn,,,
3249,2015,1725,Abortion Access Restriction. Parental Notification and WaitingPeriod for Females Under 16. (CA),Withdrawn,,,
3250,2015,1726,Public Assistance Benefits. Eligibility. (S),F,,,
3251,2015,1727,Tax Extension to Fund Education. (CA),Withdrawn,,,
3252,2015,1728,Death Penalty. (S),Q,62,R,2016
3253,2015,1729,Campaign Finance. Donor Disclosure. (CA/S),F,,,
3254,2015,1730,Medical Marijuana. (S),F,,,
3255,2015,1731,"Tax to Fund Education, Healthcare, and Child Development. (CA)",F,,,
3256,2015,1732,Constitutional Definition of a Person. Fertilized Human Eggs. (CA),F,,,
3257,2015,1733,Speech. Holocaust Denial Restrictions. (S),F,,,
3258,INITIATIVENUMBER,,,,,,
3260,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3262,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3264,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3266,ELECTIONYEAR,,,,,,
3272,2015,1734,Carry-Out Bags. Charges. (S),Q,65,R,2016
3273,2015,1735,Marijuana Legalization. (S),F,,,
3274,2015,1736,Public School Teachers. Waiting Period for Permanent Status.School Employment Decisions. (S),F,,,
3275,2015,1737,Public School Teachers. Waiting Period for Permanent Status. (S),F,,,
3276,2015,1738,Public Employees. Pension and Retiree Healthcare Benefits. (CA),F,,,
3277,2015,1739,Public Employees. Pension and Retiree Healthcare Benefits. (CA),F,,,
3278,2015,1740,Sports-Based Markets. (CA),F,,,
3279,2015,1741,"Cigarette Tax to Fund Healthcare, Tobacco Use Prevention,Research, and Law Enforcement. (CA/S)",Q,56,A,2016
3280,2015,1742,Legislature. Legislation and Proceedings. (CA/S),Q,54,A,2016
3281,2015,1743,Three Strikes Law. Pre-1994 Strikes. (S),F,,,
3282,2015,1744,Marijuana Legalization. (S),F,,,
3283,2015,1745,Marijuana Legalization. (S),F,,,
3284,2015,1746,Marijuana Legalization. (S),F,,,
3285,2015,1747,Death Penalty. Procedures. (S),Q,66,A,2016
3286,2015,1748,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3287,2015,1749,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3288,2015,1750,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3289,2015,1751,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3290,2015,1752,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3291,INITIATIVENUMBER,,,,,,
3293,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3295,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3297,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3299,ELECTIONYEAR,,,,,,
3305,2015,1753,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3306,2015,1754,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3307,2015,1755,"Water Bond. Funding for Water Quality, Supply, Recycling, andStorage Projects. (S)",F,,,
3308,2015,1756,Firearms. Ammunition Sales. (S),Q,63,A,2016
3309,2015,1757,Campaign Finance. Donor Disclosure. (S),F,,,
3312,2016,1758,Undocumented Immigrants. State and Local Enforcement of FederalImmigration Law. (S),F,,,
3313,2016,1759,Nonprofit Hospitals. Executive Compensation. (S),Withdrawn,,,
3314,2016,1760,Hospitals. Healthcare Service Charges. (S),Withdrawn,,,
3315,2016,1761,Nonprofit Hospitals. Required Minimum Charity Care. (S),Withdrawn,,,
3316,2016,1762,Marijuana Legalization. (S),Q,64,A,2016
3317,2016,1763,Marijuana Legalization. (S),F,,,
3318,2016,1764,Minimum Wage. Increases and Future Adjustments. Paid SickLeave. (S),F,,,
3319,2016,1765,Sales Tax on Political Advertisements. (CA),F,,,
3320,2016,1766,Online Voting. (S),F,,,
3321,2016,1767,High-Speed Rail. No Issuance or Sale of Future Bonds. Suspensionof Project. (S),F,,,
3322,2016,1768,Disability Access Litigation. (S),F,,,
3323,2016,1769,Water Bond. Reallocation of Bond Authority to Water StorageProjects. (CA/S),F,,,
3324,2016,1770,Hospitals. Executive Compensation. (S),Withdrawn,,,
3325,2016,1771,Legislature. Secret Ballots. (CA),F,,,
3326,2016,1772,Disability Access Litigation. (CA),F,,,
3327,2016,1773,Tax Extension to Fund Education and Healthcare. (CA),Q,55,A,2016
3328,INITIATIVENUMBER,,,,,,
3330,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3332,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3334,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3336,ELECTIONYEAR,,,,,,
3342,2016,1774,Elimination of Charter Schools. (S),F,,,
3343,2016,1775,"Local Government. Water, Sewer, Stormwater, and Flood ControlServices. Fee Structures. (CA)",F,,,
3344,2016,1776,Vote by Mail Ballots. Electronic Submission. All-Mailed BallotElections. (S),F,,,
3345,2016,1777,Vote by Mail Ballots. Electronic Submission. (S),F,,,
3346,2016,1778,Marijuana Legalization. (S),F,,,
3347,2016,1779,Marijuana Legalization. (S),F,,,
3348,2016,1780,Nonpartisan Ballots. (CA/S),F,,,
3349,2016,1781,Criminal Sentences. Parole. Juvenile Criminal Proceedings andSentencing. (CA/S),Q,57,A,2016
3350,2016,1782,Healthcare Decision-Making. (S),F,,,
3351,2016,1783,Law Enforcement. Use of Excessive Force. Discrimination. (S),F,,,
3352,2016,1784,State Legislature. Candidates and Officeholders. Rules andProcedures. (CA),F,,,
3353,2016,1785,Environmental Health. Prohibited Substances and Activities.Vaccination. (S),F,,,
3354,2016,1786,"Initiative, Referendum, and Recall Petitions. Electronic SignatureGathering. (S)",F,,,
3355,2016,1787,Child Custody Determinations. Jury Trial. (S),F,,,
3358,2017,1795,California Nationhood. (CA/S),Withdrawn,,,
3359,2017,1796,Electoral Votes. Presidential and Vice-Presidential Candidates.(Advisory Question),F,,,
3360,2017,1797,Child Custody Determinations. Jury Trial. (S),F,,,
3361,2017,1798,Increases Size of Legislature and Changes Legislative Process.(CA),F,,,
3362,2017,1799,Establishes Constitutional Right to Gender Identity. (CA),F,,,
3363,INITIATIVENUMBER,,,,,,
3365,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3367,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3369,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3371,ELECTIONYEAR,,,,,,
3377,2017,1800,Eliminates Recently Enacted Road Repair and TransportationFunding by Repealing Revenues Dedicated for Those Purposes. (S),F,,,
3378,2017,1801,California Autonomy from Federal Government. (CA/S),F,,,
3379,2017,1802,Parole Consideration for Elderly Prison Inmates. (S),F,,,
3380,2017,1803,"Authorizes Bonds to Fund Projects for Drinking Water and WaterQuality Improvements, to Reduce Environmental Vulnerability toClimate Change, and for State and Local Parks. (S)",F,,,
3381,2017,1804,"Criminalizes Abortion as First-Degree Murder and ExpandsDefinition of Abortion to Include Certain Forms of Birth Control,Some Medical Research, and Many In Vitro Fertilization Procedures.(CA)",F,,,
3382,2017,1805,Makes Individuals Who Committed a Second Strike Offense BeforeAge 23 Eligible for an Earlier Parole Hearing. (S),F,,,
3383,2017,1806,"Authorizes Bonds to Fund Projects for Water Supply and Quality,Watershed, Fish, Wildlife, Water Conveyance, and GroundwaterSustainability and Storage. (S)",Q,13,R,2018
3384,2017,1807,Changes Requirements for Certain Property Owners to TransferTheir Property Tax Base to Replacement Property. (CA/S),F,,,
3385,2017,1808,Changes Requirements for Certain Property Owners to TransferTheir Property Tax Base to Replacement Property. (CA/S),F,,,
3386,2017,1809,Changes Requirements for Certain Property Owners to TransferTheir Property Tax Base to Replacement Property. (CA/S),Q,5,R,2018
3387,2017,1810,Authorizes State Regulation of Kidney Dialysis Clinics. LimitsCharges for Patient Care. (S),Q,8,R,2018
3388,2017,1811,Authorizes State Regulation of Kidney Dialysis Clinics. EstablishesMinimum Staffing Requirements and Limits Charges for PatientCare. (S),F,,,
3389,2017,1812,Changes the Rules of Professional Conduct for Attorneys. (S),F,,,
3390,INITIATIVENUMBER,,,,,,
3392,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3394,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3396,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3398,ELECTIONYEAR,,,,,,
3404,2017,1813,Directs California Legislature to Request That Congress Call aFederal Constitutional Convention to Propose Various Amendmentsto the United States Constitution. (S),Withdrawn,,,
3405,2017,1814,Division of California into Three States. (S),Q,9,Removed byCourt Order,2018
3406,2017,1815,Establishes a Fund for Healthcare in California Exempt fromRevenue Restrictions. (CA),F,,,
3407,2017,1816,Repeals Current Primary Election System in State andCongressional Elections. (CA),F,,,
3408,2017,1817,Sets Minimum Compensation for Some PubLic-School TeachersEqual to that of State Legislators. Sales Tax Increase. (S),F,,,
3409,2017,1818,Defines Legal Standard for Claim of Self-Defense in Certain CriminalProsecutions of Law-Enforcement Officers. Requires Jury Trial forSpecified Criminal Prosecutions of Law - Enforcement Officers. (CA),F,,,
3410,2017,1819,Eliminates Restrictions on Voting by Felons in Prison or on Parole.(CA/S),F,,,
3411,2017,1821,Decriminalization of Psilocybin. (S),F,,,
3412,2017,1822,Creation of New University of California Online. (CA),F,,,
3413,2017,1823,Establishes New Standards for Confinement of Certain FarmAnimals; Bans Sale of Certain Non-Complying Products. (S),Q,12,A,2018
3414,2017,1824,Establishes New Consumer Privacy Rights; Expands Liability forConsumer Data Breaches. (S),F,,,
3415,2017,1825,"Exempts Residents Who Have No Dependent Enrolled in PublicEducation from Taxes, Fees, and Other Charges for PublicEducation. (CA)",F,,,
3416,2017,1826,Exempts California Residents 55 Years Old or Older from State orLocal Income and Property Taxes and Property Fees. ExemptsCalifornia Residents from Any State Estate Tax. (CA),F,,,
3417,INITIATIVENUMBER,,,,,,
3419,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3421,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3423,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3425,ELECTIONYEAR,,,,,,
3430,2017,1827,F,,,,
3431,2017,1828,F,,,,
3432,2017,1829,Withdrawn,,,,
3433,2017,1830,Q,6,R,2018,
3434,2017,1831,F,,,,
3435,2017,1832,Withdrawn,,,,
